name,affiliation,homepage,scholarid
Preeti Mudliar,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=PreetiMudliar,NOSCHOLARPAGE
Preeti Ranjan Panda,IIT Delhi,http://www.cse.iitd.ernet.in/~panda,4Q2DOC4AAAAJ
Prem K. Kalra,IIT Delhi,http://www.cse.iitd.ernet.in/~pkalra,NOSCHOLARPAGE
Prem Kalra,IIT Delhi,http://www.cse.iitd.ernet.in/~pkalra,NOSCHOLARPAGE
Prem Kumar Kalra,IIT Delhi,http://www.cse.iitd.ernet.in/~pkalra,NOSCHOLARPAGE
Priyanka Chawla,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17088,ByZDgyUAAAAJ
Priyanka Srivastava,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/priyanka,xjiw6DYAAAAJ
Puneet Goyal,IIT Ropar,http://www.iitrpr.ac.in/cse/puneet,J_MIa1oAAAAJ
Purandar Bhaduri,IIT Guwahati,https://www.iitg.ernet.in/pbhaduri,rRuMQwgAAAAJ
Puru Kulkarni,IIT Bombay,https://www.cse.iitb.ac.in/~puru,Gs3HO5kAAAAJ
Purushottam Kar,IIT Kanpur,http://www.cse.iitk.ac.in/users/purushot,MNXz0AoAAAAJ
Purushottam Kulkarni,IIT Bombay,https://www.cse.iitb.ac.in/~puru,Gs3HO5kAAAAJ
Pushpak Bhattacharya,IIT Bombay,https://www.cse.iitb.ac.in/~pb,vvg-pAkAAAAJ
Pushpak Bhattacharyya,IIT Bombay,https://www.cse.iitb.ac.in/~pb,vvg-pAkAAAAJ
Pushpak Jagtap,IISc Bangalore,https://www.pushpakjagtap.com,Szd98jUAAAAJ
Pushpendra Singh 0001,IIIT Delhi,https://www.iiitd.edu.in/~pushpendra,qkSEUCMAAAAJ
R. B. Mishra,IIT (BHU) Varanasi,http://www.iitbhu.ac.in/cse/index.php/people/faculty/24.html,5ujlOtgAAAAJ
R. B. V. Subramanyam,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16341,NOSCHOLARPAGE
R. Govindarajan,IISc Bangalore,http://www.csa.iisc.ac.in/~govind,wWrR-qgAAAAJ
R. Inkulu,IIT Guwahati,http://www.iitg.ernet.in/rinkulu,NOSCHOLARPAGE
R. K. Bagga,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/rbagga,NOSCHOLARPAGE
R. Padmavathy,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16345,QVuSh6EAAAAJ
R. Ramanujam,IMSc,http://www.imsc.res.in/~jam,NOSCHOLARPAGE
R. Ramanujam 0001,IMSc,http://www.imsc.res.in/~jam,NOSCHOLARPAGE
R.C. Hansdah,IISc Bangalore,http://www.csa.iisc.ac.in/people/people-faculty-hansdah.html,ZxBF_lUAAAAJ
Radhika Mamidi,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/radhikamamidi,DsIpZR0AAAAJ
Ragesh Jaiswal,IIT Delhi,http://www.cse.iitd.ernet.in/~rjaiswal,hrbj92oAAAAJ
Raghava Mutharaju,IIIT Delhi,https://www.iiitd.ac.in/raghavam,69pEM_YAAAAJ
Raghavan Komondoor,IISc Bangalore,http://www.csa.iisc.ac.in/~raghavan,fZq9W2cAAAAJ
Raghu Reddy,IIIT Hyderabad,http://faculty.iiit.ac.in/~raghu.reddy,NOSCHOLARPAGE
Raghunath Tewari,IIT Kanpur,http://www.cse.iitk.ac.in/users/rtewari,Ks3QdEUAAAAJ
Raghuvansh R. Saxena,Tata Inst. of Fundamental Research,https://www.tcs.tifr.res.in/web/people/faculty,NOSCHOLARPAGE
Raghuvansh Saxena,Tata Inst. of Fundamental Research,https://www.tcs.tifr.res.in/web/people/faculty,NOSCHOLARPAGE
Rahul Banerjee,BITS Pilani,http://www.bits-pilani.ac.in/pilani/rahulbanerjee/profile,4ky6cJ0AAAAJ
Rahul Dubey,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,w5W-kUsAAAAJ
Rahul Garg 0001,IIT Delhi,http://www.cse.iitd.ernet.in/~rahulgarg,1B4UlwUAAAAJ
Rahul Mohanani,IIIT Delhi,https://iiitd.ac.in/rahulm,7xOKo6YAAAAJ
Rahul Muthu,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,NOSCHOLARPAGE
Rahul Narain,IIT Delhi,http://rahul.narain.name,NOSCHOLARPAGE
Rahul Purandare,IIIT Delhi,https://www.iiitd.edu.in/~purandare,_OLz-J0AAAAJ
Rahul Vaze,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~vaze,NOSCHOLARPAGE
Raja Natarajan,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~raja,VOKcfrcAAAAJ
Rajasekhar Inkulu,IIT Guwahati,http://www.iitg.ernet.in/rinkulu,NOSCHOLARPAGE
Rajat K. De,ISI Kolkata,https://www.isical.ac.in/~rajat,gM9LAI0AAAAJ
Rajat Kumar De,ISI Kolkata,https://www.isical.ac.in/~rajat,gM9LAI0AAAAJ
Rajat Mittal 0001,IIT Kanpur,http://www.cse.iitk.ac.in/users/rmittal,gK5DF9QAAAAJ
Rajat Moona,IIT Kanpur,http://www.cse.iitk.ac.in/users/moona,NOSCHOLARPAGE
Rajat Subhra Chakraborty,IIT Kharagpur,https://sites.google.com/site/rschakraborty,ITIg9kkAAAAJ
Rajdeep Niyogi,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+rajdpfec.html,NOSCHOLARPAGE
Rajeev Sangal,IIT (BHU) Varanasi,https://www.iiit.ac.in/people/faculty/sangal,NOSCHOLARPAGE
Rajendra Mitharwal,DAIICT,http://faculty.daiict.ac.in/rmitharwal,NOSCHOLARPAGE
Rajesh Kumar 0012,BITS Pilani-Goa,https://beta.bits-pilani.ac.in/faculty-overview/?faculty=rajesh-kumar-3,ZZFnM2gAAAAJ
Rajib Lochan Das,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,Mwvvro4AAAAJ
Rajib Mall,IIT Kharagpur,http://www.iitkgp.ac.in/department/CS/faculty/cs-rajib,dt2fhqYAAAAJ
Rajiv Misra,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-rajiv-misra.html,VDbjyx4AAAAJ
Rajiv Raman 0001,IIIT Delhi,https://www.iiitd.ac.in/rajiv,DJGy8xUAAAAJ
Rajiv Ratn Shah,IIIT Delhi,https://old.iiitd.ac.in/people/adjunct-visiting,WAChZv4AAAAJ
Rajsekar Manokaran,IIT Madras,http://www.cse.iitm.ac.in/~rajsekar,NOSCHOLARPAGE
Raju Bhukya,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16343,YUfDlyUAAAAJ
Raju Halder,IIT Patna,https://iitp.ac.in/~halder,mA0HQJEAAAAJ
Raju S. Bapi,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/rajubapi,bbSYyiAAAAAJ
Raju Surampudi Bapi,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/rajubapi,bbSYyiAAAAAJ
Rakesh Venkat,IIT Hyderabad,https://www.iith.ac.in/~rakeshvenkat,Igl7BusAAAAJ
Ram Sarkar,Jadavpur University,http://www.jaduniv.edu.in/profile.php?uid=686,bDj0BUEAAAAJ
Rama Murthy Garimella,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/ramamurthy,YUWS9LAAAAAJ
Ramakrishna Upadrasta,IIT Hyderabad,http://www.iith.ac.in/~ramakrishna,3qZCtWYAAAAJ
Ramalingaswamy Cheruku,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17070,E-XoNN0AAAAJ
Raman Balasubramanian,IIT Roorkee,http://www.iitr.ac.in/departments/CSE/pages/Home+Departments_and_Centres+Mathematics+People+Faculty+Balasubramanian_R_.html,QU2O6JMAAAAJ
Ramanathan Subramanian,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/s.ramanathan,mUvcmRsAAAAJ
Ramaswamy Govindarajan,IISc Bangalore,http://www.csa.iisc.ac.in/~govind,wWrR-qgAAAAJ
Ramaswamy Ramanujam,IMSc,http://www.imsc.res.in/~jam,NOSCHOLARPAGE
Rambabu Kalla,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/rambabukalla,NOSCHOLARPAGE
Ramesh Loganathan,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/ramesh.loganathan,NOSCHOLARPAGE
Ramprasad Joshi,BITS Pilani-Goa,https://universe.bits-pilani.ac.in/goa/rsj/profile,2Sv-n_sAAAAJ
Ramprasad S. Joshi,BITS Pilani-Goa,https://universe.bits-pilani.ac.in/goa/rsj/profile,2Sv-n_sAAAAJ
Ramprasad Saptharishi,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~ramprasad,NOSCHOLARPAGE
Ranendu Ghosh,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,BDnMnJkAAAAJ
Ranita Biswas,IIT Roorkee,http://faculty.iitr.ac.in/~ranitafcs,x2obmAYAAAAJ
Rao Sreenivasa Krothapalli,IIT Kharagpur,https://cse.iitkgp.ac.in/~ksrao,TATEL2EAAAAJ
Rashmi Dutta Baruah,IIT Guwahati,https://www.iitg.ernet.in/r.duttabaruah,pSiO0xoAAAAJ
Rashmi Ranjan Rout,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16336,SQTBOa8AAAAJ
Ratan K. Ghosh,IIT Kanpur,http://www.iitk.ac.in/new/dr-r-k-ghosh,UNULIi0AAAAJ
Ravi Kiran Sarvadevabhatla,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/ravi.kiran,oLJTcXIAAAAJ
Ravichandra Sadam,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16342,JFldEvMAAAAJ
Renu M. Rameshan,IIT Mandi,http://faculty.iitmandi.ac.in/research/publications/Author/renumr.php,NOSCHOLARPAGE
Renu Rameshan,IIT Mandi,http://faculty.iitmandi.ac.in/research/publications/Author/renumr.php,NOSCHOLARPAGE
Reshma Khemchandani,South Asian University,http://sau.int/faculty/faculty-profile.html?staff_id=73,NqIkygEAAAAJ 
Reshma Rastogi,South Asian University,http://sau.int/faculty/faculty-profile.html?staff_id=73,NqIkygEAAAAJ
Richa Singh 0001,IIT Jodhpur,http://home.iitj.ac.in/~richa,okqK5UAAAAAJ
Rijurekha Sen,IIT Delhi,http://www.cse.iitd.ernet.in/~rijurekha,yTPVlzgAAAAJ
Rinku Shah,IIIT Delhi,https://www.iiitd.ac.in/rinku,jNhSvOEAAAAJ
Ripon Patgiri,National Institute of Technology Silchar,http://cs.nits.ac.in/rp,UqnzylwAAAAJ
Rogers Mathew,IIT Hyderabad,https://iith.ac.in/~rogers,-euQnQYAAAAJ
Romi Banerjee,IIT Jodhpur,https://sites.google.com/site/romibitsnbob/home,BiSvmeMAAAAJ
Ruchir Gupta,IIT (BHU) Varanasi,http://www.iitbhu.ac.in/cse/index.php/people/faculty.html,eIlo7rEAAAAJ
Rupesh Nasre,IIT Madras,http://www.cse.iitm.ac.in/~rupesh,NOSCHOLARPAGE
Rushikesh Joshi,IIT Bombay,https://www.cse.iitb.ac.in/~rkj,zmDfshUAAAAJ
Rushikesh K. Joshi,IIT Bombay,https://www.cse.iitb.ac.in/~rkj,zmDfshUAAAAJ
Rutu Parekh,DAIICT,http://faculty.daiict.ac.in/rutu-parikh,NOSCHOLARPAGE
S. Akshay 0001,IIT Bombay,https://www.cse.iitb.ac.in/~akshayss,mtufk2wAAAAJ
S. Arun-Kumar 0004,IIT Delhi,http://www.cse.iitd.ernet.in/~sak,kfWW5x4AAAAJ
S. Arunkumar 0004,IIT Delhi,http://www.cse.iitd.ernet.in/~sak,kfWW5x4AAAAJ
S. Bapi Raju,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/rajubapi,bbSYyiAAAAAJ
S. Krishna 0004,IIT Bombay,https://www.cse.iitb.ac.in/~krishnas,14JlaZsAAAAJ
S. P. Suresh,CMI,http://www.cmi.ac.in/~spsuresh,S0fWcAoAAAAJ
S. Prahallad Kishore,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/kishore,3-8i_54AAAAJ
S. R. S. Iyengar,IIT Ropar,http://sudarshaniyengar.com,NOSCHOLARPAGE
S. Sudarshan 0001,IIT Bombay,https://www.cse.iitb.ac.in/~sudarsha,KVbazsEAAAAJ
S. V. Rao,IIT Guwahati,https://www.iitg.ernet.in/svrao,4NoqGCEAAAAJ
Sabyasachi Karati,ISI Kolkata,https://www.isical.ac.in/~skarati,NOSCHOLARPAGE
Sachin Chaudhari,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/sachin.chaudhari,vowwEQgAAAAJ
Sachit Rao,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=SachitRao,NOSCHOLARPAGE
Sadam Ravichandra,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16342,JFldEvMAAAAJ
Sajith Gopalan,IIT Guwahati,http://www.iitg.ernet.in/sajith,Ukp9zWcAAAAJ
Saket Anand,IIIT Delhi,https://www.iiitd.ac.in/anands,YmYvVEQAAAAJ
Saket Saurabh 0001,IMSc,http://www.imsc.res.in/~saket,SB7uTZoAAAAJ
Saladi Rahul,IISc Bangalore,https://drona.csa.iisc.ac.in/~saladi,CuqCFEYAAAAJ
Samar Agnihotri,IIT Mandi,http://faculty.iitmandi.ac.in/~samar,qZkww5oAAAAJ
Samaresh Bera,IIT Jammu,https://www.iitjammu.ac.in/computer_science_engineering/faculty-list/~samareshbera,avYKpzAAAAAJ
Sambuddho Chakravarty,IIIT Delhi,https://www.iiitd.ac.in/sambuddho,8CJgHUIAAAAJ
Sameer G. Kulkarni,IIT Gandhinagar,https://iitgn.ac.in/faculty/cse/sameer,CnPfKYUAAAAJ
Samir Borgohain,National Institute of Technology Silchar,http://cs.nits.ac.in/samir,sxajfT0AAAAJ
Samir Datta,CMI,http://www.cmi.ac.in/~sdatta,rQj5IIkAAAAJ
Samir Kumar Borgohain,National Institute of Technology Silchar,http://cs.nits.ac.in/samir,sxajfT0AAAAJ
Samit Bhattacharya,IIT Guwahati,http://www.iitg.ernet.in/samit,oXu5o6gAAAAJ
Samrat Mondal,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-samrat-mondal.html,NOSCHOLARPAGE
Sanasam Ranbir Singh,IIT Guwahati,https://www.iitg.ernet.in/ranbir,NOSCHOLARPAGE
Sandeep Juneja,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~sandeepj,Tfgv6VgAAAAJ
Sandeep Juneja 0001,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~sandeepj,Tfgv6VgAAAAJ
Sandeep K. Juneja,Tata Inst. of Fundamental Research,http://www.tcs.tifr.res.in/~sandeepj,Tfgv6VgAAAAJ
Sandeep K. Shukla,IIT Kanpur,http://www.cse.iitk.ac.in/users/sandeeps,SKqctYsAAAAJ
Sandeep Kumar Shukla,IIT Kanpur,http://www.cse.iitk.ac.in/users/sandeeps,SKqctYsAAAAJ
Sandeep Sen,IIT Delhi,http://www.cse.iitd.ac.in/~ssen,GK7JUpkAAAAJ
Sandip Chakraborty,IIT Kharagpur,http://cse.iitkgp.ac.in/~sandipc,dEpbTokAAAAJ
Sandip Das 0001,ISI Kolkata,https://www.isical.ac.in/~sandipdas,nb68w1cAAAAJ
Sanghamitra Bandyopadhyay,ISI Kolkata,https://www.isical.ac.in/~sanghami,mHrEBuUAAAAJ
Sangharatna Godboley,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17074,_HlGuXAAAAAJ
Sangharatna J. Godboley,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17074,_HlGuXAAAAAJ
Sanjay K. Sahay,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/ssahay/profile,i6lSvKEAAAAJ
Sanjay Kumar Sahay,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/ssahay/profile,i6lSvKEAAAAJ
Sanjay Kumar Singh,IIT (BHU) Varanasi,http://www.iitbhu.ac.in/cse/index.php/people/faculty/25.html,YEmMQUgAAAAJ
Sanjay Srivastava,DAIICT,http://intranet.daiict.ac.in/~sanjay_srivastava,VpSSqi0AAAAJ
Sanjaya K. Panda,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17027,Amtx7OIAAAAJ
Sanjaya Kumar Panda,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/17027,Amtx7OIAAAAJ
Sanjeev Gupta,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,yJ50KJsAAAAJ
Sanjeev Saxena,IIT Kanpur,http://www.iitk.ac.in/new/dr-sanjeev-saxena,_hRiGsQAAAAJ
Sanjit Chatterjee,IISc Bangalore,http://www.csa.iisc.ac.in/~sanjit,bbLLOyIAAAAJ
Sanjiva Prasad,IIT Delhi,http://www.cse.iitd.ernet.in/~sanjiva,NOSCHOLARPAGE
Sanjoy Kumar Saha 0001,Jadavpur University,http://jaduniv.edu.in/profile.php?uid=667,X3Cu3hYAAAAJ
Santanu Chaudhury,IIT Jodhpur,https://web.iitd.ac.in/~santanuc,V6NJi4kAAAAJ
Santonu Sarkar,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/santonus/profile,8UNP6BIAAAAJ
Santosh Biswas,IIT Guwahati,https://www.iitg.ernet.in/santosh_biswas,Myp5iZkAAAAJ
Saptarshi Ghosh 0001,IIT Kharagpur,https://sites.google.com/site/saptarshighosh,7TmKZv0AAAAJ
Sarbani Palit,ISI Kolkata,https://www.isical.ac.in/~sarbanip,RYeIY-0AAAAJ
Sarbani Roy,Jadavpur University,https://sites.google.com/site/sarbaniroy,vembv2sAAAAJ
Sarmistha Neogy,Jadavpur University,http://jaduniv.edu.in/profile.php?uid=873,ync_fv8AAAAJ
Saroj K. Biswas 0001,National Institute of Technology Silchar,http://cs.nits.ac.in/saroj,KHQrZawAAAAJ
Saroj Kaushik,IIT Delhi,http://www.cse.iitd.ernet.in/~saroj,NOSCHOLARPAGE
Saroj Kr. Biswas 0001,National Institute of Technology Silchar,http://cs.nits.ac.in/saroj,KHQrZawAAAAJ
Saroj Kumar Biswas,National Institute of Technology Silchar,http://cs.nits.ac.in/saroj,KHQrZawAAAAJ
Saroj Kumar Biswas 0001,National Institute of Technology Silchar,http://cs.nits.ac.in/saroj,KHQrZawAAAAJ
Sasanka Roy,ISI Kolkata,https://www.isical.ac.in/~sasanka,MXzoc30AAAAJ
Sasthi C. Ghosh 0001,ISI Kolkata,https://www.isical.ac.in/~sasthi,3ykZojsAAAAJ
Sasthi Charan Ghosh,ISI Kolkata,https://www.isical.ac.in/~sasthi,3ykZojsAAAAJ
Saswata Shannigrahi,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/saswata.sh,PbbIftYAAAAJ
Sathish Govindarajan,IISc Bangalore,http://www.csa.iisc.ac.in/~gsat,6sRrxpAAAAAJ
Sathya Peri,IIT Hyderabad,http://www.iith.ac.in/~sathya_p,fUUk1jkAAAAJ
Satrajit Ghosh,IIT Kharagpur,https://satcrypt.github.io,DC6eaGYAAAAJ
Satyadev Nandakumar,IIT Kanpur,http://www.cse.iitk.ac.in/users/satyadev,lMAxggwAAAAJ
Satyajit Thakor,IIT Mandi,http://faculty.iitmandi.ac.in/~satyajit,B4gJ7CoAAAAJ
Satyanath Bhat,IIT Goa,https://www.iitgoa.ac.in/faculty_page.php?id=112,YDBDyLIAAAAJ
Saurabh Joshi 0001,IIT Hyderabad,http://www.iith.ac.in/~sbjoshi,MvHEGbYAAAAJ
Saurabh Tiwari,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,rjyRdosAAAAJ
Sayan Ranu,IIT Delhi,http://www.cse.iitd.ac.in/~sayan,K4w5qYUAAAAJ
Sayantan Mukherjee,IIT Jammu,https://www.iitjammu.ac.in/computer_science_engineering/faculty-list/~sayantanmukherjee,BklAwrMAAAAJ
Shachi Sharma,South Asian University,http://sau.int/faculty/faculty-profile.html?staff_id=87,TltIxw8AAAAJ
Shaifu Gupta,IIT Jammu,https://www.iitjammu.ac.in/computer_science_engineering/faculty-list/~shaifugupta,XGMQWb8AAAAJ
Shalabh Bhatnagar,IISc Bangalore,http://www.csa.iisc.ac.in/~shalabh,cj3fJJsbjAoC
Shamik Sural,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~shamik,zmtaYLIAAAAJ
Shankara Narayanan Krishna,IIT Bombay,https://www.cse.iitb.ac.in/~krishnas,14JlaZsAAAAJ
Shankaranarayanan Krishna,IIT Bombay,https://www.cse.iitb.ac.in/~krishnas,14JlaZsAAAAJ
Shanmuganathan Raman,IIT Gandhinagar,http://www.iitgn.ac.in/faculty/electrical/shanmuganathan.htm,3YWptB8AAAAJ
Sharad Sinha,IIT Goa,https://www.iitgoa.ac.in/~sharad,ZgvhpvEAAAAJ
Sharat Chandran,IIT Bombay,https://www.cse.iitb.ac.in/~sharat,pRDtIYcAAAAJ
Shashank K. Mehta,IIT Kanpur,http://www.iitk.ac.in/new/dr-shashank-k-mehta,77K1J3cAAAAJ
Shatrunjay Rawat,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/shatrunjay.rawat,NOSCHOLARPAGE
Shibashis Guha,Tata Inst. of Fundamental Research,https://www.tcs.tifr.res.in/web/people/faculty,NOSCHOLARPAGE
Shirish K. Shevade,IISc Bangalore,http://www.csa.iisc.ac.in/~shirish,HOIpJSwAAAAJ
Shirish Krishnaj Shevade,IISc Bangalore,http://www.csa.iisc.ac.in/~shirish,HOIpJSwAAAAJ
Shishir Kolathaya,IISc Bangalore,https://shishirny.github.io,is0x16gAAAAJ
Shishir N. Y. Kolathaya,IISc Bangalore,https://shishirny.github.io,is0x16gAAAAJ
Shishir Nadubettu Yadukumar,IISc Bangalore,https://shishirny.github.io,is0x16gAAAAJ
Shivaram Kalyanakrishnan,IIT Bombay,https://www.cse.iitb.ac.in/~shivaram,YZkeEqAAAAAJ
Shivashankar B. Nair,IIT Guwahati,https://www.iitg.ernet.in/sbnair,wfeT0bYAAAAJ
Shrisha Rao 0001,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=ShrishaRao,SxYeZQcAAAAJ
Shubhangi K. Gawali,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/shubhangi/profile,2hDkzdgAAAAJ
Shubhra Sankar Ray,ISI Kolkata,https://www.isical.ac.in/~shubhra,or5TH2oAAAAJ
Shweta Agrawal,IIT Madras,http://www.cse.iitm.ac.in/~shwetaag,uLkJ5_4AAAAJ
Shyamapada Mukherjee,National Institute of Technology Silchar,http://cs.nits.ac.in/shyama,qGuy8goAAAAJ
Shyamosree Pal,National Institute of Technology Silchar,http://cs.nits.ac.in/spal,lpybqSwAAAAJ
Siddharth Barman,IISc Bangalore,http://www.csa.iisc.ac.in/~barman,HcGQSKIAAAAJ
Siddhartha Chaudhuri,IIT Bombay,https://www.cse.iitb.ac.in/~sidch,QMc-grEAAAAJ
Siddhartha Sarma,IIT Mandi,http://faculty.iitmandi.ac.in/~siddhartha/index.html,c-oFx5UAAAAJ
Sivaji Bandyopadhyay,Jadavpur University,http://jaduniv.edu.in/profile.php?uid=2,_NQqd9YAAAAJ
Smruti R. Sarangi,IIT Delhi,http://www.cse.iitd.ac.in/~srsarangi,-5JfCRsAAAAJ
Smruti Ranjan Sarangi,IIT Delhi,http://www.cse.iitd.ac.in/~srsarangi,-5JfCRsAAAAJ
Smruti Sarangi,IIT Delhi,http://www.cse.iitd.ac.in/~srsarangi,-5JfCRsAAAAJ
Snehanshu Saha,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/snehanshus/profile,C-Qm2LcAAAAJ
Sobhan Babu Chintapalli,IIT Hyderabad,https://www.iith.ac.in/~sobhan,NOSCHOLARPAGE
Soma Paul,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/soma,rNO7BrYAAAAJ
Somak Aditya,IIT Kharagpur,https://adityasomak.github.io,2shiHpwAAAAJ
Somanath Tripathy,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/dr-somanath-tripathy.html,sYHVfuEAAAAJ
Somenath Biswas,IIT Kanpur,http://www.iitk.ac.in/new/dr-somenath-biswas,remwKicAAAAJ
Somindu C. Ramanna,IIT Kharagpur,https://cse.iitkgp.ac.in/~somindu,NOSCHOLARPAGE
Somnath Dey,IIT Indore,http://www.iiti.ac.in/~somnathd,rjzlx8wAAAAJ
Sorav Bansal,IIT Delhi,http://www.cse.iitd.ernet.in/~sbansal,TqGZtpoAAAAJ
Sougata Sen,BITS Pilani-Goa,http://www.sougata-sen.com,IEy_zGEAAAAJ
Soumen Chakrabarti,IIT Bombay,https://www.cse.iitb.ac.in/~soumen,LfF2zfQAAAAJ
Soumya K. Ghosh,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~skg,wTtdGd4AAAAJ
Soumya K. Ghosh 0001,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~skg,wTtdGd4AAAAJ
Soumya Kanti Ghosh 0001,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~skg,wTtdGd4AAAAJ
Soumyajit Dey,IIT Kharagpur,http://cse.iitkgp.ac.in/~soumya,XJI3nYIAAAAJ
Sourangshu Bhattacharya,IIT Kharagpur,http://cse.iitkgp.ac.in/~sourangshu,IixRsP0AAAAJ
Sourav Chakraborty 0001,ISI Kolkata,https://www.isical.ac.in/~sourav,rXKZblQAAAAJ
Sourav Kumar Dandapat,IIT Patna,https://iitp.ac.in/index.php/departments/engineering/computer-science-a-engineering/people/faculty/1608-dr-sourav-kumar-dandapat.html,NOSCHOLARPAGE
Sourish Dasgupta,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,dK0_8CcAAAAJ
Spandan Roy,IIIT Hyderabad,https://www.iiit.ac.in/people/faculty/Spandan,tUKoUgMAAAAJ
Sravan Danda,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/dandas/profile,5kSGWFoAAAAJ
Sridhar Iyer,IIT Bombay,http://www.it.iitb.ac.in/~sri,I7pOhHsAAAAJ
Srikant Srinivasan,IIT Mandi,http://faculty.iitmandi.ac.in/~srikant_srinivasan,NOSCHOLARPAGE
Srikanta Bedathur,IIT Delhi,http://www.cse.iitd.ac.in/~bedathur,e7Qs3JgAAAAJ
Srikanta J. Bedathur,IIT Delhi,http://www.cse.iitd.ac.in/~bedathur,e7Qs3JgAAAAJ
Srikanth T. K,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=TKSrikanth,IFuQJy0AAAAJ
Srimanta Pal,ISI Kolkata,https://www.isical.ac.in/srimanta-pal,NOSCHOLARPAGE
Srinath R. Naidu,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=SrinathRNaidu,eJOK4wwAAAAJ
Srinath Srinivasa,IIIT Bangalore,http://www.iiitb.ac.in/faculty_page.php?name=SrinathSrinivasa,PckUVJsAAAAJ
Sriparna Saha 0001,IIT Patna,http://www.iitp.ac.in/~sriparna,Fj7jA_AAAAAJ
Sriram G. Sanjeevi,National Institute of Technology Warangal,https://wsdc.nitw.ac.in/facultynew/facultyprofile/id/16347,i7-EcoQAAAAJ
Sriram Kailasam,IIT Mandi,http://faculty.iitmandi.ac.in/~sriramk,xLWew1gAAAAJ
Subashish Datta,IIT Mandi,https://www.facebook.com/subashish.datta,dyRc_BIAAAAJ
